title,description,category,resolution,priority
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 9789 reported by user.,Network,Check routing and bandwidth utilization.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 6495 reported by user.,Network,Check routing and bandwidth utilization.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 6398 reported by user.,Network,Check routing and bandwidth utilization.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 6751 reported by user.,Network,Check routing and bandwidth utilization.,Critical
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 7144 reported by user.",Network,Restart VPN service and check firewall rules.,High
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 6079 reported by user.",Network,Restart VPN service and check firewall rules.,Medium
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 5850 reported by user.,Network,Check routing and bandwidth utilization.,Low
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 2944 reported by user.,Network,Check routing and bandwidth utilization.,High
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 4969 reported by user.,Network,Check routing and bandwidth utilization.,Critical
High network latency,Users experiencing delay in accessing internal tools due to network latency. Additional context: ticket ID 3049 reported by user.,Network,Check routing and bandwidth utilization.,Critical
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 7713 reported by user.",Network,Restart VPN service and check firewall rules.,High
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 9074 reported by user.",Network,Restart VPN service and check firewall rules.,Medium
VPN not connecting,"Remote users unable to establish VPN connection, receiving timeout error. Additional context: ticket ID 1735 reported by user.",Network,Restart VPN service and check firewall rules.,High
